IATA_Code,Longitude,Latitude
ACZ,31.09830093383790,61.54389953613280
ADA,36.9822006226,35.280399322500000
ADB,38.2924003601,27.156999588
ADD,8.97789001465,38.799301147500000
ADE,12.829500198364300,45.02880096435550
ADF,37.7313995361,38.4688987732
ADH,58.60279846191410,125.40899658203100
ADI,-22.462200164794900,14.979999542236300
ADJ,31.972700119018600,35.991600036621100
ADK,51.87799835205080,-176.64599609375
ADL,-34.945,138.531006
ADM,34.30301,-97.0196342
ADP,7.33776,81.62594
ADQ,57.75,-152.4940033
ADS,32.9686012268,-96.8364028931
ADT,34.804298,-96.671303
ADU,38.3256988525,48.4244003296
ADV,11.403611,26.119167
ADW,38.810799,-76.866997
ADX,56.37289810180660,-2.8684399127960200
ADY,-22.6790008545,29.0555000305
ADZ,12.5836,-81.7112
AEA,0.49083301424980200,173.82899475097700
AEB,23.7206001282,106.959999084
AEG,1.4001,99.430496
AEH,13.847000122070300,20.84429931640630
AEI,36.12888,-5.441118
AEO,16.711299896240200,-9.637880325317380
AEP,-34.5592,-58.4156
AER,43.449902,39.9566
AES,62.5625,6.119699954986570
AET,66.5518035889,-152.621994019
AEU,25.8757,55.033001
AEX,31.32740020751950,-92.54979705810550
AEY,65.66000366210940,-18.07270050048830
AFA,-34.588299,-68.4039
AFL,-9.8663892746,-56.1049995422
AFS,41.61389923095700,64.23320007324220
AFT,-9.19138888889,160.948611111
AFW,32.9875984192,-97.31880187990000
AFY,38.726398468,30.6011009216
AFZ,36.16809844970700,57.59519958496090
AGA,30.325000762939500,-9.413069725036620
AGB,48.425278,10.931667
AGC,40.354400634765600,-79.9301986694336
AGE,53.782779693603500,7.913888931274410
AGF,44.17470169067380,0.5905560255050660
AGH,56.29610061645510,12.847100257873500
AGI,5.841128,-56.673328
AGJ,26.5925006866,127.240997314
AGL,-9.333,149.15
AGN,57.503601,-134.585007
AGP,36.67490005493160,-4.499110221862790
AGQ,38.602001,21.3512001
AGR,27.155799865722700,77.96089935302730
AGS,33.36989974975590,-81.9645004272461
AGT,-25.454516,-54.842682
AGU,21.705601,-102.318001
AGV,9.553375244140630,-69.23786926269530
AGX,10.823699951171900,72.1760025024414
AGZ,-29.28179931640630,18.813899993896500
AHB,18.240400314300000,42.65660095210000
AHE,-14.428099632263200,-146.2570037841800
AHJ,32.53154,102.35224
AHN,33.94860076904300,-83.32630157470700
AHO,40.632099,8.29077
AHS,15.4722,-84.352203
AHU,35.177101135253900,-3.83951997756958
AIA,42.0531997681,-102.804000854
AIC,7.1,171.233333
AID,40.10860061650000,-85.6129989624
AIE,-5.8,144.44
AIK,33.649399,-81.684998
AIM,10.2168,169.983
AIN,70.6380004883,-159.994995117
AIP,31.4338,75.758797
AIR,-10.188278,-59.457273
AIS,-2.61611008644104,176.80299377441400
AIT,-18.830900192260700,-159.76400756835900
AIU,-19.96780014038090,-158.11900329589800
AIY,39.36,-74.456111
AIZ,38.0960006714,-92.54949951170000
AJA,41.92359924316410,8.8029203414917
AJF,29.78510093688970,40.099998474121100
AJI,39.654541015625,43.025978088378900
AJK,34.138099670410200,49.8473014831543
AJL,23.840599060100000,92.6196975708
AJN,-12.131699562072800,44.430301666259800
AJR,65.59030151367190,19.28190040588380
AJU,-10.984000206,-37.0703010559
AJY,16.965999603271500,8.000109672546390
AKA,32.708099,108.931
AKB,52.22029877,-174.2059937
AKC,41.0374984741,-81.4669036865
AKD,20.698999,77.058601
AKF,24.178699493408200,23.31399917602540
AKH,24.062700271606400,47.580501556396500
AKI,60.9029006958,-161.231002808
AKJ,43.670799255371100,142.44700622558600
AKK,56.9387016296,-154.182998657
AKL,-37.008098602300000,174.792007446
AKN,58.67679977,-156.6490021
AKO,40.1755981445,-103.222000122
AKP,68.13359833,-151.7429962
AKR,7.246739864349370,5.3010101318359400
AKS,-8.70257,160.682007
AKT,34.590401,32.9879
AKU,41.262501,80.291702
AKV,60.818599700927700,-78.14859771728520
AKW,30.7444,49.6772
AKX,50.2458,57.206699
AKY,20.132699966430700,92.87259674072270
ALA,43.35210037231450,77.04049682617190
ALB,42.74829864501950,-73.80169677734380
ALC,38.28219985961910,-0.5581560134887700
ALE,30.384199142500000,-103.683998108
ALF,69.976097106934,23.371700286865
ALG,36.691001892089800,3.215409994125370
ALH,-34.94329833984380,117.80899810791000
ALI,27.740900039700000,-98.02690124510000
ALJ,-28.575001,16.5333
ALL,44.050598,8.12743
ALM,32.8399009705,-105.990997314
ALN,38.89030075070000,-90.0459976196
ALO,42.557098388671900,-92.40029907226560
ALP,36.18069839477540,37.22439956665040
ALR,-45.211700439453100,169.3730010986330
ALS,37.434898,-105.866997
ALU,11.9582,50.748
ALV,42.51,1.52
ALW,46.09489822,-118.288002
ALX,32.914699554400000,-85.9629974365
ALY,31.183900833129900,29.94890022277830
ALZ,56.899444,-154.247778
AMA,35.219398,-101.706001
AMB,-13.188400268554700,48.987998962402300
AMC,11.0340003967,20.274000167800000
AMD,23.0771999359,72.63469696040000
AMG,-9.441944,147.218889
AMH,6.0393900871276900,37.59049987792970
AMI,-8.560709953310000,116.095001221
AMM,31.7226009369,35.9931983948
AMN,43.322101593,-84.68800354
AMQ,-3.7102599144,128.089004517
AMS,52.308601,4.76389
AMT,-26.108299255371100,131.20700073242200
AMV,69.76329803466800,61.556400299072300
AMY,-17.1667,47.1833
AMZ,-37.029701232910200,174.97300720214800
ANB,33.5882,-85.8581
ANC,61.174400329589800,-149.99600219726600
AND,34.4945983887,-82.70939636230000
ANE,47.560299,-0.312222
ANF,-23.444501,-70.445099
ANG,45.72919845581060,0.22145600616931900
ANI,61.581600189209000,-159.54299926757800
ANK,39.949798584,32.6885986328
ANM,-14.99940013885500,50.3202018737793
ANN,55.04240036010740,-131.57200622558600
ANP,38.942902,-76.568398
ANQ,41.639702,-85.083504
ANR,51.1893997192,4.46027994156
ANS,-13.706399917602500,-73.35040283203130
ANU,17.1367,-61.792702
ANV,62.646702,-160.190994
ANX,69.292503356934,16.144199371338
AOC,50.981945,12.506389
AOE,39.809898,30.5194
AOG,41.105301,122.853996
AOH,40.706902,-84.026703
AOI,43.616299,13.3623
AOJ,40.73469924926760,140.6909942626950
AOK,35.4213981628418,27.145999908447300
AOL,-29.6894,-57.1521
AOO,40.29639816,-78.31999969
AOP,-2.79612994194,-76.46659851070000
AOR,6.189670085906980,100.39800262451200
AOS,57.471389,-153.815278
AOT,45.738499,7.36872
AOU,14.814715357,106.821699142
APA,39.57009888,-104.848999
APC,38.2132,-122.280998
APF,26.1525993347,-81.7752990723
APG,39.466202,-76.1688
API,4.07607,-73.5627
APK,-15.5736,-146.414993
APL,-15.105600357055700,39.28179931640630
APN,45.0780983,-83.56030273
APO,7.81196,-76.7164
APQ,-9.775360107421880,-36.62919998168950
APT,35.060699,-85.585297
APW,-13.829999923706100,-172.00799560546900
APZ,-38.975498,-70.113602
AQA,-21.812000274700000,-48.1329994202
AQB,15.012200355529800,-91.15059661865230
AQG,30.582199,117.050003
AQI,28.335199,46.125099
AQJ,29.611600875854500,35.01810073852540
AQP,-16.3411006927,-71.5830993652
ARA,30.0378,-91.883904
ARB,42.2229995728,-83.74559783940000
ARC,68.1147,-145.578995
ARD,-8.132340431213380,124.59700012207000
ARE,18.4500007629,-66.6753005981
ARH,64.60030364990230,40.71670150756840
ARI,-18.348499,-70.338699
ARK,-3.3677899837493900,36.63330078125
ARM,-30.528099060100000,151.617004395
ARN,59.651901245117,17.918600082397
ARR,-45.013599,-70.812202
ART,43.99190139770510,-76.02169799804690
ARU,-21.1413002014,-50.4247016907
ARV,45.92789841,-89.73090363
ARW,46.17660140991210,21.261999130249000
ARY,-37.30939865112310,142.98899841308600
ASA,13.071800231933600,42.64500045776370
ASB,37.986801,58.361
ASD,24.697900772094700,-77.79560089111330
ASE,39.22320175,-106.8690033
ASF,46.2832984924,48.0063018799
ASH,42.7817001343,-71.51480102540000
ASI,-7.9696,-14.3937
ASJ,28.430599212646500,129.71299743652300
ASK,6.9031701088,-5.36558008194
ASM,15.291899681091300,38.910701751709000
ASN,33.569900512700000,-86.05090332030000
ASO,10.018500328064000,34.586299896240200
ASP,-23.806699752807600,133.90199279785200
ASR,38.770401001,35.4953994751
ASS,-24.744165,31.522499
AST,46.158000946,-123.878997803
ASU,-25.239999771118200,-57.52000045776370
ASV,-2.645050048828130,37.25310134887700
ASW,23.9643993378,32.8199996948
ATA,-9.347439765930180,-77.59839630126950
ATB,17.710344314575200,34.0570182800293
ATC,24.6294,-75.673797
ATD,-8.87333,161.011002
ATF,-1.2120699882507300,-78.57460021972660
ATG,33.8690986633,72.4009017944
ATH,37.9364013672,23.9444999695
ATI,-30.400699615478500,-56.50790023803710
ATJ,-19.8392214824,47.063713073700000
ATK,70.46730041503910,-157.43600463867200
ATL,33.6367,-84.428101
ATM,-3.2539100646973,-52.254001617432
ATO,39.2109985352,-82.23139953610000
ATP,-3.18985,142.43
ATQ,31.7096004486,74.7973022461
ATR,20.506799697876000,-13.04319953918460
ATT,30.31666,-97.7666
ATW,44.258098602300000,-88.5190963745
ATY,44.91400146,-97.15470123
ATZ,27.0464992523,31.0119991302
AUA,12.5014,-70.015198
AUB,48.3655,10.886
AUC,7.06888,-70.7369
AUE,28.54,33.12
AUF,47.85020065307620,3.497109889984130
AUG,44.320598602300000,-69.7973022461
AUH,24.433000564575200,54.651100158691400
AUJ,-4.15,142.51
AUK,62.680042266800000,-164.659927368
AUL,8.14528,171.173
AUO,32.615101,-85.433998
AUQ,-9.76879024506,-139.011001587
AUR,44.89139938354490,2.4219400882720900
AUS,30.194499969482400,-97.6698989868164
AUU,-13.354067,141.72065
AUW,44.9262008667,-89.6266021729
AUX,-7.22787,-48.240501
AUY,-20.2492008209,169.770996094
AVA,26.2605555556,105.873333333
AVB,46.031898,12.596503
AVI,22.027099609375,-78.78959655761720
AVK,46.250301361084000,102.802001953125
AVL,35.43619918823240,-82.54180145263670
AVN,43.90729904174810,4.901830196380620
AVO,27.59119987,-81.52780151
AVP,41.338500976600000,-75.72339630130000
AVR,38.883301,-9.0301
AVV,-38.039398,144.468994
AVW,32.4095993042,-111.218002319
AVX,33.4049,-118.416
AWA,7.066999912261960,38.5
AWB,-8.014,142.75
AWD,-19.2346,169.6009
AWK,19.282100677490200,166.63600158691400
AWZ,31.337400436400000,48.7620010376
AXA,18.2048,-63.055099
AXD,40.855899810791000,25.956300735473600
AXF,38.74831,105.58858
AXJ,32.482498,130.158997
AXK,14.551300048828100,46.82619857788090
AXM,4.45278,-75.7664
AXN,45.8662986755,-95.39469909670000
AXP,22.441799163800000,-73.97090148930000
AXR,-15.248299598693800,-146.61700439453100
AXT,39.6156005859375,140.218994140625
AXU,14.14680004119870,38.77280044555660
AYK,50.318599700927700,66.95279693603520
AYO,-27.370554,-56.854064
AYP,-13.154800415039100,-74.20439910888670
AYQ,-25.1861,130.975998
AYS,31.2490997314,-82.39550018310000
AYT,36.898701,30.800501
AYW,-1.1593,132.4633
AZA,33.30780029,-111.6549988
AZD,31.9048995972,54.2765007019
AZI,24.428300857543900,54.458099365234400
AZN,40.7276992798,72.2939987183
AZO,42.234901428222700,-85.5521011352539
AZR,27.837600708007800,-0.18641400337219200
AZS,19.2670001984,-69.7419967651
BAB,39.136100769,-121.43699646
BAD,32.5018005371,-93.6626968384
BAF,42.157799,-72.715599
BAG,16.375099182128900,120.62000274658200
BAH,26.27079963684080,50.63359832763670
BAI,9.163949,-83.330171
BAK,40.4675,50.046667
BAL,37.929000854500000,41.1166000366
BAM,49.911,10.9
BAQ,10.8896,-74.7808
BAR,19.13824,110.454775
BAS,-6.990745,155.886656
BAT,-20.584499359131,-48.594100952148
BAU,-22.3449993134,-49.0537986755
BAV,40.560001373291000,109.99700164794900
BAX,53.363800048828100,83.53849792480470
BAY,47.65840148925780,23.469999313354500
BAZ,-0.981292,-62.919601
BBA,-45.916099548339800,-71.68949890136720
BBC,28.9733009338,-95.8635025024
BBD,31.1793003082,-99.3238983154
BBG,3.08583,172.811005
BBH,54.338253,12.710515
BBI,20.244400024400000,85.8178024292
BBJ,49.945278,6.565
BBK,-17.83289909362790,25.162399291992200
BBL,-27.405633,141.809458
BBM,13.095600128173800,103.2239990234380
BBN,3.7338900566101100,115.47899627685500
BBO,10.389200210571300,44.94110107421880
BBP,50.6781005859,-1.10943996906
BBQ,17.635799,-61.828602
BBR,16.0132999420166,-61.7421989440918
BBS,51.32389831542970,-0.8475000262260440
BBT,4.2215800285339400,15.786399841308600
BBU,44.50320053100590,26.102100372314500
BBX,40.1375007629,-75.2650985718
BCA,20.365299224853500,-74.5062026977539
BCD,10.7764,123.014999
BCE,37.706401825,-112.144996643
BCH,-8.489029884340000,126.401000977
BCI,-23.5652999878,145.307006836
BCL,10.768699645996100,-83.58560180664060
BCM,46.52190017700200,26.91029930114750
BCN,41.2971,2.07846
BCO,5.78287,36.562
BCP,-5.8636111,146.4925
BCT,26.3784999847,-80.1076965332
BCU,10.482833,9.744
BCW,-21.849167,35.436944
BDA,32.36399841308590,-64.67870330810550
BDB,-24.903900146500000,152.319000244
BDD,-10.149999618500000,142.1734
BDE,48.7284011841,-94.612197876
BDH,26.531999588,54.824798584
BDI,-3.72472,55.205299
BDJ,-3.4423599243164100,114.76300048828100
BDL,41.9388999939,-72.68319702150000
BDM,40.31800079345700,27.977699279785200
BDN,24.84149932861330,68.8384017944336
BDO,-6.900629997253420,107.57599639892600
BDP,26.5708007812,88.07959747310000
BDQ,22.336201,73.226303
BDR,41.16350173950200,-73.1261978149414
BDS,40.6576,17.947001
BDT,4.253210067749020,20.975299835205100
BDU,69.055801391602,18.540399551392
BE2,54.6178,-5.9017
BEB,57.48109817504880,-7.3627800941467300
BEC,37.694499969500000,-97.21499633790000
BED,42.47000122,-71.28900146
BEF,11.991000175476100,-83.77410125732420
BEG,44.8184013367,20.3090991974
BEH,42.1285833,-86.4285
BEI,9.38638973236084,34.52190017700200
BEJ,2.1555,117.431999
BEK,28.4221000671,79.45079803470000
BEL,-1.3792500495900000,-48.4762992859
BEM,32.401895,-6.315905
BEN,32.096801757800000,20.2695007324
BEO,-33.0667,151.647995
BEP,15.162799835205100,76.88279724121090
BEQ,52.34260177612310,0.7729390263557430
BER,52.366667,13.503333
BES,48.447898864746100,-4.418540000915530
BET,60.77980042,-161.8379974
BEU,-24.346099853515600,139.4600067138670
BEV,31.287000656128,34.722999572754
BEW,-19.79640007019040,34.90760040283200
BEX,51.616401672400000,-1.09582996368
BEY,33.820899963378900,35.488399505615200
BEZ,-1.3547199964523300,176.0070037841800
BFC,-15.8736,145.3300018
BFD,41.8031005859375,-78.64009857177730
BFE,51.964722,8.544444
BFF,41.87400055,-103.5960007
BFH,-25.4050998688,-49.23199844360000
BFI,47.529998779296900,-122.302001953125
BFJ,27.267066,105.472097
BFK,39.701698303200000,-104.751998901
BFL,35.43360138,-119.0569992
BFM,30.626800537100000,-88.06809997560000
BFN,-29.092699050900000,26.302400589
BFO,-21.008101,31.5786
BFP,40.7724990845,-80.39140319820000
BFQ,7.583,-78.2
BFS,54.6575012207,-6.2158298492400000
BFT,32.4122009277,-80.6343994141
BFU,32.8477333333,117.320244444
BFV,15.229499816894500,103.25299835205100
BFW,35.1717987061,-0.593275010586
BFX,5.536920070650000,10.354599952700000
BGA,7.1265,-73.1848
BGC,41.8578,-6.70713
BGD,35.700901031500000,-101.393997192
BGE,30.9715004,-84.63739777
BGF,4.39847993850708,18.518800735473600
BGG,38.8592605591,40.5959625244
BGI,13.0746002197,-59.4925003052
BGK,16.516667,-88.416667
BGL,28.212799072265600,83.66629791259770
BGM,42.20869827,-75.97979736
BGN,68.556602,146.231506
BGO,60.29339981,5.218140125
BGR,44.80739974975590,-68.8281021118164
BGS,52.548611,13.389444
BGW,33.262500762900000,44.2346000671
BGX,-31.39049911499,-54.112201690674
BGY,45.673901,9.70417
BGZ,41.5871009827,-8.445139884950000
BHB,44.45000076,-68.3615036
BHD,54.618099212646500,-5.872499942779540
BHE,-41.5182991027832,173.8699951171880
BHF,52.51,13.434722
BHG,15.7631,-84.543602
BHH,19.984399795532200,42.62089920043950
BHI,-38.725,-62.1693
BHJ,23.2877998352,69.6701965332
BHK,39.775001525878900,64.4832992553711
BHM,33.56290054,-86.75350189
BHN,14.781999588012700,45.72010040283200
BHO,23.2875003815,77.3374023438
BHP,27.14739990234380,87.05079650878910
BHQ,-32.0013999939,141.472000122
BHR,27.678101,84.429398
BHS,-33.4094009399,149.651992798
BHU,21.752199173,72.1852035522
BHV,29.348100662231400,71.71800231933590
BHW,32.056098938,72.94840240480000
BHX,52.453899383500000,-1.74802994728
BHY,21.5394,109.293999
BHZ,-19.8517,-43.9508
BIA,42.55270004272460,9.48373031616211
BIB,3.102220058441160,43.62860107421880
BID,41.1680984497,-71.577796936
BIE,47.851,10.634
BIF,31.84950066,-106.3799973
BIG,63.9944992065,-145.722000122
BIH,37.3731002808,-118.363998413
BII,11.5225,165.565
BIK,-1.190019965171810,136.10800170898400
BIL,45.807701110839800,-108.54299926757800
BIM,25.6998996735,-79.2647018433
BIN,34.81700134277340,67.81700134277340
BIO,43.30110168457030,-2.9106099605560300
BIQ,43.4683333,-1.5311111
BIR,26.48150062561040,87.26399993896480
BIS,46.772701263427700,-100.74600219726600
BIU,65.64129638671880,-23.546199798584000
BIX,30.4104003906,-88.92440032960000
BIY,-32.8970985413,27.279100418100000
BJA,36.7120018005,5.0699200630200000
BJB,37.49300003051760,57.30820083618160
BJC,39.90879822,-105.1169968
BJF,70.60050201416,29.691400527954
BJH,29.538999557495100,81.1854019165039
BJI,47.50939941,-94.93370056
BJL,13.338000297546400,-16.65220069885250
BJM,-3.3240199089050300,29.318500518798800
BJO,-22.7733001709,-64.31289672850000
BJP,-22.979162,-46.537508
BJR,11.608099937439000,37.32160186767580
BJS,39.904167,116.407222
BJT,6.416667,79.983333
BJU,29.50200080871580,81.66899871826170
BJV,37.25059890750000,27.6643009186
BJW,-8.70743498008,121.057426929
BJX,20.9935,-101.481003
BJY,44.935299,20.2575
BJZ,38.891300201416000,-6.8213300704956100
BKA,55.6171989441,38.0600013733
BKB,28.070600509643600,73.20719909667970
BKC,65.9815979004,-161.149002075
BKD,32.71900177,-98.89099884030000
BKE,44.837299346900000,-117.808998108
BKG,36.532082,-93.200544
BKH,22.022800445600000,-159.785003662
BKI,5.9372100830078100,116.0510025024410
BKK,13.681099891662600,100.74700164794900
BKL,41.51750183105470,-81.68329620361330
BKM,3.9739999771118200,115.61799621582000
BKN,39.481389,54.362778
BKO,12.5335,-7.94994
BKQ,-24.427799224900000,145.429000854
BKS,-3.8637,102.338997
BKW,37.787300109900000,-81.1241989136
BKX,44.3048,-96.8169
BKY,-2.3089799880981400,28.808799743652300
BKZ,-1.332,31.8212
BLA,10.111111,-64.692222
BLB,8.91479,-79.599602
BLD,35.5651,-114.514
BLE,60.422000885009800,15.515199661254900
BLF,37.295799255371100,-81.20770263671880
BLG,2.65000009537,113.766998291
BLH,33.6192016602,-114.717002869
BLI,48.79280090332030,-122.53800201416000
BLJ,35.752101898200000,6.308589935300000
BLK,53.77170181274410,-3.0286099910736100
BLL,55.7402992249,9.15178012848
BLN,-36.55189895629880,146.0070037841800
BLQ,44.5354,11.2887
BLR,13.1979,77.706299
BLT,-23.603099822998000,148.8070068359380
BLV,38.5452,-89.835197
BLZ,-15.679100036621100,34.9739990234375
BMA,59.354400634765600,17.941699981689500
BMB,2.18278,22.481701
BMC,41.552399,-112.061996
BMD,-19.6867008209,44.541900634800000
BME,-17.944700241088900,122.23200225830100
BMG,39.145999908447300,-86.61669921875
BMI,40.47710037,-88.91590118
BMK,53.59639,6.709167
BMM,2.0756399631500200,11.493200302124000
BMO,24.268999099731400,97.24620056152340
BMP,-20.803300857543900,149.27000427246100
BMR,53.72472381591800,7.373332977294920
BMT,30.0706996918,-94.21579742430000
BMU,-8.5396499633789,118.68699645996
BMV,12.668299675,108.120002747
BMW,21.375,0.923888981342
BMX,59.3611984253,-155.259002686
BMY,-19.720600128173800,163.66099548339800
BN1,15.981666666667,-11.3
BNA,36.1245002746582,-86.6781997680664
BNB,-0.21699999272823300,20.850000381469700
BNC,0.575,29.4739
BND,27.218299865722700,56.37779998779300
BNE,-27.384199142456100,153.11700439453100
BNF,60.395178,5.321868
BNG,33.9230995178,-116.850997925
BNI,6.316979885101320,5.5995001792907700
BNJ,50.7688903809,7.16333293915
BNK,-28.8339004517,153.56199646
BNL,40.508611,-88.984167
BNM,-9.107777777780000,147.666722222
BNN,65.461097717285,12.217499732971
BNO,43.5918998718,-118.955001831
BNP,32.9729,70.527901
BNS,8.615,-70.21416667
BNU,-26.83060073852540,-49.090301513671900
BNX,44.94139862060550,17.297500610351600
BNY,-11.302,159.8
BOA,-5.854000091552730,13.064000129699700
BOB,-16.444400787353500,-151.75100708007800
BOC,9.340849876403810,-82.25080108642580
BOD,44.828300476100000,-0.715556025505
BOG,4.70159,-74.1469
BOH,50.779998779296900,-1.8424999713897700
BOI,43.5644,-116.223
BOJ,42.56959915161130,27.515199661254900
BOM,19.0886993408,72.8678970337
BON,12.130999565124500,-68.26850128173830
BOO,67.26920318603520,14.365300178527800
BOR,47.655601501465,7.0108299255371
BOS,42.36429977,-71.00520325
BOT,-7.240833,141.092333
BOU,47.058101654052700,2.3702800273895300
BOW,27.943399429300000,-81.78340148930000
BOX,-16.075300216674800,136.302001953125
BOY,11.160099983215300,-4.33096981048584
BPC,6.039239883422850,10.122599601745600
BPE,39.666389,119.058889
BPF,-8.56202777778,158.119305556
BPG,-15.861300468400000,-52.3889007568
BPH,8.19594955444336,126.3219985961910
BPI,42.58509827,-110.1110001
BPL,44.895,82.3
BPM,17.4531002045,78.4675979614
BPN,-1.26827001572,116.893997192
BPS,-16.438601,-39.080898
BPT,29.9507999420166,-94.02069854736330
BPU,33.3,131.5333
BPX,30.553600311279300,97.1082992553711
BPY,-16.744530296500000,44.4824838638
BQA,15.729309,121.500034
BQB,-33.6884231567,115.401596069
BQE,11.297355651855500,-15.838079452514600
BQG,52.38,140.448
BQH,51.33079910280000,0.0324999988079
BQJ,67.648002624512,134.69500732422
BQK,31.258800506591800,-81.46649932861330
BQL,-22.913299560546900,139.89999389648400
